matrix_index,drug_name,stitch_id,name_resolution_status,name_selected_id,name_candidate_ids,structure_status,structure_match_ids,intersection_ids,proposed_optimuskg_id,evidence_class,confidence,final_status
537,exenatide,CIDm16157882,ambiguous,"","[""CHEMBL414357"",""DRUGBANK:DB01276""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
539,corticotropin,CIDm16132265,ambiguous,"","[""CHEMBL1201610"",""DRUGBANK:DB01285""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
541,insulin.aspart,CIDm16132418,ambiguous,"",[],stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
542,insulin.detemir,CIDm16137271,ambiguous,"",[],unique_structure_match,"[""CHEMBL2104391""]",[],"",unresolved_ambiguous,review_required,unresolved
548,rasagiline,CIDm03052775,ambiguous,"","[""CHEMBL887"",""RXNORM:134748""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
549,sodium.bicarbonate,CIDm00000923,resolved,CHEMBL1353,[],unique_structure_match,"[""DRUGBANK:DB14516""]",[],"",conflicting_evidence,review_required,review_required
556,colestyramine,CIDm70695640,ambiguous,"","[""CHEMBL1201625"",""DRUGBANK:DB01432""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
562,everolimus,CIDm06442177,ambiguous,"","[""CHEMBL1908360"",""RXNORM:141704""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
569,fotemustine,CIDm00104799,ambiguous,"","[""CHEMBL549386"",""DRUGBANK:DB04106""]",equivalent_structure_group,"[""CHEMBL549386"",""DRUGBANK:DB04106""]","[""CHEMBL549386"",""DRUGBANK:DB04106""]","",unresolved_ambiguous,review_required,unresolved
582,nesiritide,CIDm25081014,ambiguous,"","[""CHEMBL1201668"",""DRUGBANK:DB04899""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
588,ingenol.mebutate,CIDm06918670,ambiguous,"",[],multiple_structure_matches,"[""CHEMBL1863513"",""DRUGBANK:DB05013""]",[],"",unresolved_ambiguous,review_required,unresolved
596,ecallantide,CIDm44201343,ambiguous,"","[""CHEMBL1201837"",""DRUGBANK:DB05311""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
597,romiplostim,CIDm05329098,ambiguous,"","[""CHEMBL1201832"",""DRUGBANK:DB05332""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
602,ustekinumab,CIDm00121749,ambiguous,"","[""CHEMBL1201835"",""DRUGBANK:DB05679""]",unique_structure_match,"[""CHEMBL129788""]",[],"",unresolved_ambiguous,review_required,unresolved
614,tolvaptan,CIDm00216237,ambiguous,"","[""CHEMBL344159"",""DRUGBANK:DB06212""]",multiple_structure_matches,"[""CHEMBL344159"",""DRUGBANK:DB06212""]","[""CHEMBL344159"",""DRUGBANK:DB06212""]","",unresolved_ambiguous,review_required,unresolved
619,dalbavancin,CIDm44567678,ambiguous,"","[""CHEMBL3301669"",""DRUGBANK:DB06219""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
626,ziconotide,CIDm16129690,ambiguous,"","[""CHEMBL4594214"",""DRUGBANK:DB06283""]",equivalent_structure_group,"[""CHEMBL4594214"",""DRUGBANK:DB06283""]","[""CHEMBL4594214"",""DRUGBANK:DB06283""]","",unresolved_ambiguous,review_required,unresolved
627,teriparatide,CIDm16129682,ambiguous,"","[""CHEMBL525610"",""DRUGBANK:DB06285""]",equivalent_structure_group,"[""CHEMBL525610"",""DRUGBANK:DB06285""]","[""CHEMBL525610"",""DRUGBANK:DB06285""]","",unresolved_ambiguous,review_required,unresolved
633,ambrisentan,CIDm06918493,ambiguous,"","[""CHEMBL1111"",""RXNORM:358274""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
645,ofatumumab,CIDm06918250,ambiguous,"","[""CHEMBL1201836"",""DRUGBANK:DB06650""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
646,liraglutide,CIDm16134956,ambiguous,"","[""CHEMBL4084119"",""DRUGBANK:DB06655""]",equivalent_structure_group,"[""CHEMBL4084119"",""DRUGBANK:DB06655""]","[""CHEMBL4084119"",""DRUGBANK:DB06655""]","",unresolved_ambiguous,review_required,unresolved
657,buserelin,CIDm00050224,ambiguous,"","[""CHEMBL2110824"",""DRUGBANK:DB06719""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
664,histrelin,CIDm25077993,ambiguous,"","[""CHEMBL1201255"",""DRUGBANK:DB06788""]",multiple_structure_matches,"[""CHEMBL1200509"",""CHEMBL1201255"",""DRUGBANK:DB06788""]","[""CHEMBL1201255"",""DRUGBANK:DB06788""]","",unresolved_ambiguous,review_required,unresolved
665,lanreotide,CIDm00071348,ambiguous,"","[""CHEMBL1201185"",""DRUGBANK:DB06791""]",multiple_structure_matches,"[""CHEMBL1201184"",""CHEMBL1201185"",""DRUGBANK:DB06791""]","[""CHEMBL1201185"",""DRUGBANK:DB06791""]","",unresolved_ambiguous,review_required,unresolved
666,lanthanum.carbonate,CIDm00168924,ambiguous,"",[],unique_structure_match,"[""DRUGBANK:DB06792""]",[],"",unresolved_ambiguous,review_required,unresolved
683,tesamorelin,CIDm44201342,ambiguous,"","[""CHEMBL1237026"",""DRUGBANK:DB08869""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
699,teduglutide,CIDm70683012,ambiguous,"","[""CHEMBL2104987"",""DRUGBANK:DB08900""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
708,radium.(223Ra).dichloride,CIDm06328144,resolved,CHEMBL2107816,[],multiple_structure_matches,"[""CHEMBL4297420"",""CHEMBL4300465""]",[],"",conflicting_evidence,review_required,review_required
731,saccharated.iron.oxide,CIDm06850789,ambiguous,"",[],stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
735,technetium.(99mTc).tetrofosmin,CIDm00004274,unmatched,"",[],stitch_found_no_optimuskg_match,[],[],"",unresolved_unmatched,unresolved,unresolved
739,sodium.phosphate,CIDm00001003,resolved,CHEMBL1060,[],multiple_structure_matches,"[""CHEMBL1187"",""DRUGBANK:DB14523""]",[],"",conflicting_evidence,review_required,review_required
740,iotrolan,CIDm00003738,unmatched,"",[],stitch_found_no_optimuskg_match,[],[],"",unresolved_unmatched,unresolved,unresolved
742,desirudin,CIDm16129703,ambiguous,"","[""CHEMBL1201662"",""DRUGBANK:DB11095""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
744,colestilan,CIDm00065840,ambiguous,"","[""CHEMBL2103800"",""DRUGBANK:DB11634""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
748,atracurium,CIDm00047319,ambiguous,"","[""CHEMBL1360"",""DRUGBANK:DB13295""]",multiple_structure_matches,"[""CHEMBL1201248"",""CHEMBL1360"",""DRUGBANK:DB13295""]","[""CHEMBL1360"",""DRUGBANK:DB13295""]","",unresolved_ambiguous,review_required,unresolved
749,mifamurtide,CIDm11672602,ambiguous,"","[""CHEMBL2107354"",""DRUGBANK:DB13615""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
750,fluticasone,CIDm05311101,ambiguous,"","[""CHEMBL1201396"",""CHEMBL1473"",""RXNORM:41126""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
756,ceftobiprole.medocaril,CIDm12993649,ambiguous,"",[],stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
