matrix_index,side_effect_name,candidate_count,meddra_candidate_count,hpo_candidate_count,preferred_meddra_id,candidate_ids,mapping_status
83,ataxia,2,1,1,meddra:10003591,"[""HP_0001251"",""meddra:10003591""]",meddra_exact_with_other_ontology_candidates
84,atelectasis,1,0,1,"","[""HP_0100750""]",unique_other_exact_name
85,atrial fibrillation,2,1,1,meddra:10003658,"[""HP_0005110"",""meddra:10003658""]",meddra_exact_with_other_ontology_candidates
86,atrial flutter,1,0,1,"","[""HP_0004749""]",unique_other_exact_name
87,atrioventricular block,1,0,1,"","[""HP_0001678""]",unique_other_exact_name
88,atrioventricular block complete,0,0,0,"",[],unmatched
89,atrioventricular block first degree,0,0,0,"",[],unmatched
90,autonomic nervous system imbalance,0,0,0,"",[],unmatched
91,syndrome uremic,0,0,0,"",[],unmatched
92,back pain,2,1,1,meddra:10003988,"[""HP_0003418"",""meddra:10003988""]",meddra_exact_with_other_ontology_candidates
93,bloodstream infections,0,0,0,"",[],unmatched
94,bacterial infection,0,0,0,"",[],unmatched
95,balance disorder,0,0,0,"",[],unmatched
96,basal cell carcinoma,1,0,1,"","[""HP_0002671""]",unique_other_exact_name
97,benign neoplasm of skin,0,0,0,"",[],unmatched
98,biliary colic,0,0,0,"",[],unmatched
99,bipolar disorder,0,0,0,"",[],unmatched
100,bipolar i disorder,0,0,0,"",[],unmatched
101,bladder cancer,0,0,0,"",[],unmatched
102,bladder pain,1,0,1,"","[""HP_0032171""]",unique_other_exact_name
103,bleeding time prolonged,0,0,0,"",[],unmatched
104,dermatitis eyelid,0,0,0,"",[],unmatched
105,spasm eyelid,0,0,0,"",[],unmatched
106,blindness,1,0,1,"","[""HP_0000618""]",unique_other_exact_name
107,blister,1,0,1,"","[""HP_0008066""]",exact_synonym_only
108,blood albumin decreased,0,0,0,"",[],unmatched
109,blood alkaline phosphatase increased,0,0,0,"",[],unmatched
110,blood bilirubin increased,0,0,0,"",[],unmatched
111,blood calcium decreased,0,0,0,"",[],unmatched
112,blood cholesterol increased,0,0,0,"",[],unmatched
113,creatine kinase high,0,0,0,"",[],unmatched
114,blood creatinine increased,0,0,0,"",[],unmatched
115,blood disorder,0,0,0,"",[],unmatched
116,blood glucose decreased,0,0,0,"",[],unmatched
117,blood glucose increased,0,0,0,"",[],unmatched
118,blood lactate dehydrogenase increased,0,0,0,"",[],unmatched
119,blood phosphorus decreased,0,0,0,"",[],unmatched
120,blood potassium decreased,0,0,0,"",[],unmatched
121,blood potassium increased,0,0,0,"",[],unmatched
122,blood pressure increased,0,0,0,"",[],unmatched
123,blood prolactin increased,0,0,0,"",[],unmatched
124,blood triglycerides increased,0,0,0,"",[],unmatched
125,blood urea increased,0,0,0,"",[],unmatched
126,blood uric acid increased,0,0,0,"",[],unmatched
127,blood urine present,0,0,0,"",[],unmatched
128,body temperature decreased,0,0,0,"",[],unmatched
129,body temperature increased,0,0,0,"",[],unmatched
130,bone disorder,0,0,0,"",[],unmatched
131,bone pain,2,1,1,meddra:10006002,"[""HP_0002653"",""meddra:10006002""]",meddra_exact_with_other_ontology_candidates
132,bradycardia,2,1,1,meddra:10006093,"[""HP_0001662"",""meddra:10006093""]",meddra_exact_with_other_ontology_candidates
133,loss of motor function,0,0,0,"",[],unmatched
134,brain oedema,0,0,0,"",[],unmatched
135,breast cancer,0,0,0,"",[],unmatched
136,breast discharge,0,0,0,"",[],unmatched
137,breast disorder,0,0,0,"",[],unmatched
138,breast engorgement,0,0,0,"",[],unmatched
139,breast enlargement,1,0,1,"","[""HP_0010313""]",exact_synonym_only
140,breast neoplasm,0,0,0,"",[],unmatched
141,breast pain,0,0,0,"",[],unmatched
142,breast tenderness,0,0,0,"",[],unmatched
143,breath odour,0,0,0,"",[],unmatched
144,breath sounds abnormal,0,0,0,"",[],unmatched
145,reactive airways disease,0,0,0,"",[],unmatched
146,bronchitis,1,0,1,"","[""HP_0012387""]",unique_other_exact_name
147,bronchospasm,1,1,0,meddra:10006482,"[""meddra:10006482""]",unique_meddra_exact_name
148,bronchospasm paradoxical,0,0,0,"",[],unmatched
149,bruxism,1,0,1,"","[""HP_0003763""]",unique_other_exact_name
150,bundle branch block,1,0,1,"","[""HP_0011710""]",unique_other_exact_name
151,burning sensation,0,0,0,"",[],unmatched
152,bursitis,1,0,1,"","[""HP_0025232""]",unique_other_exact_name
153,cachexia,1,0,1,"","[""HP_0004326""]",unique_other_exact_name
154,candida infection,0,0,0,"",[],unmatched
155,cardiac arrest,1,0,1,"","[""HP_0001695""]",unique_other_exact_name
156,cardiac disorder,1,1,0,meddra:10061024,"[""meddra:10061024""]",unique_meddra_exact_name
157,cardiac failure,2,1,1,meddra:10007554,"[""HP_0001635"",""meddra:10007554""]",meddra_exact_with_other_ontology_candidates
158,cardiac failure congestive,0,0,0,"",[],unmatched
159,cardiac flutter,0,0,0,"",[],unmatched
160,cardiac murmur,1,0,1,"","[""HP_0030148""]",exact_synonym_only
161,cardiac output decreased,0,0,0,"",[],unmatched
162,cardiogenic shock,1,0,1,"","[""HP_0030149""]",unique_other_exact_name
163,cardiac dilatation,0,0,0,"",[],unmatched
164,cardiomyopathy,1,0,1,"","[""HP_0001638""]",unique_other_exact_name
165,cardiovascular disorder,0,0,0,"",[],unmatched
166,carpal tunnel syndrome,0,0,0,"",[],unmatched
167,cataract,2,1,1,meddra:10007739,"[""HP_0000518"",""meddra:10007739""]",meddra_exact_with_other_ontology_candidates
168,catheter site pain,0,0,0,"",[],unmatched
169,cellulitis,1,0,1,"","[""HP_0100658""]",unique_other_exact_name
170,cerebellar syndrome,0,0,0,"",[],unmatched
171,cerebral haemorrhage,0,0,0,"",[],unmatched
172,cerebral infarction,1,1,0,meddra:10008118,"[""meddra:10008118""]",unique_meddra_exact_name
173,cerebral ischaemia,0,0,0,"",[],unmatched
174,cerebrovascular accident,1,0,1,"","[""HP_0001297""]",exact_synonym_only
175,cerebrovascular disorder,0,0,0,"",[],unmatched
176,cervix disorder,0,0,0,"",[],unmatched
177,change of bowel habit,0,0,0,"",[],unmatched
178,cheilitis,1,0,1,"","[""HP_0100825""]",unique_other_exact_name
179,chest discomfort,1,0,1,"","[""HP_0100749""]",exact_synonym_only
180,chest pain,2,1,1,meddra:10008479,"[""HP_0100749"",""meddra:10008479""]",meddra_exact_with_other_ontology_candidates
181,chills,2,1,1,meddra:10008531,"[""HP_0025143"",""meddra:10008531""]",meddra_exact_with_other_ontology_candidates
182,cholecystitis,1,0,1,"","[""HP_0001082""]",unique_other_exact_name
183,biliary sludge,0,0,0,"",[],unmatched
184,cholestasis,1,0,1,"","[""HP_0001396""]",unique_other_exact_name
185,chorea and atheletes disease,0,0,0,"",[],unmatched
186,color vision change,0,0,0,"",[],unmatched
187,urine discolouration,0,0,0,"",[],unmatched
188,chronic obstructive pulmonary disease,0,0,0,"",[],unmatched
189,clostridium difficile colitis,1,0,1,"","[""HP_0032168""]",unique_other_exact_name
190,coagulopathy,0,0,0,"",[],unmatched
191,cognitive disorder,0,0,0,"",[],unmatched
192,cold sweat,0,0,0,"",[],unmatched
193,colitis,2,1,1,meddra:10009887,"[""HP_0002583"",""meddra:10009887""]",meddra_exact_with_other_ontology_candidates
194,colitis ischaemic,0,0,0,"",[],unmatched
195,colitis ulcerative,0,0,0,"",[],unmatched
196,coma,1,0,1,"","[""HP_0001259""]",unique_other_exact_name
197,completed suicide,0,0,0,"",[],unmatched
198,conduction disorder,0,0,0,"",[],unmatched
199,confusion state,0,0,0,"",[],unmatched
200,congenital eye disorder,0,0,0,"",[],unmatched
201,conjunctival haemorrhage,0,0,0,"",[],unmatched
202,congestion conjunctival,0,0,0,"",[],unmatched
203,conjunctival oedema,0,0,0,"",[],unmatched
204,conjunctivitis,2,1,1,meddra:10010741,"[""HP_0000509"",""meddra:10010741""]",meddra_exact_with_other_ontology_candidates
205,conjunctivitis allergic,0,0,0,"",[],unmatched
206,connective tissue disorder,0,0,0,"",[],unmatched
207,constipation,2,1,1,meddra:10010774,"[""HP_0002019"",""meddra:10010774""]",meddra_exact_with_other_ontology_candidates
208,contusion,1,1,0,meddra:10050584,"[""meddra:10050584""]",unique_meddra_exact_name
209,conversion disorder,0,0,0,"",[],unmatched
210,coordination abnormal,0,0,0,"",[],unmatched
211,corneal erosion,1,0,1,"","[""HP_0200020""]",unique_other_exact_name
212,corneal lesion,0,0,0,"",[],unmatched
213,corneal opacity,1,0,1,"","[""HP_0007957""]",unique_other_exact_name
214,coronary artery disease,0,0,0,"",[],unmatched
215,cough,2,1,1,meddra:10011224,"[""HP_0012735"",""meddra:10011224""]",meddra_exact_with_other_ontology_candidates
216,regional enteritis of unspecified site,0,0,0,"",[],unmatched
217,crying,0,0,0,"",[],unmatched
218,cushing syndrome,0,0,0,"",[],unmatched
219,cyanosis,1,0,1,"","[""HP_0000961""]",unique_other_exact_name
220,cyst,0,0,0,"",[],unmatched
221,cystitis,0,0,0,"",[],unmatched
222,cystitis haemorrhagic,0,0,0,"",[],unmatched
223,cystitis non infective,0,0,0,"",[],unmatched
224,deafness,1,0,1,"","[""HP_0000365""]",exact_synonym_only
225,decreased appetite,1,1,0,meddra:10061428,"[""meddra:10061428""]",unique_meddra_exact_name
226,deep vein thrombosis,1,1,0,meddra:10051055,"[""meddra:10051055""]",unique_meddra_exact_name
227,dehydration,2,1,1,meddra:10012174,"[""HP_0001944"",""meddra:10012174""]",meddra_exact_with_other_ontology_candidates
228,delirium,2,1,1,meddra:10012218,"[""HP_0031258"",""meddra:10012218""]",meddra_exact_with_other_ontology_candidates
229,delusion,1,0,1,"","[""HP_0000746""]",unique_other_exact_name
230,dementia,1,0,1,"","[""HP_0000726""]",unique_other_exact_name
231,dental caries,0,0,0,"",[],unmatched
232,depressed level of consciousness,0,0,0,"",[],unmatched
233,depressed mood,0,0,0,"",[],unmatched
234,depression,2,1,1,meddra:10012378,"[""HP_0000716"",""meddra:10012378""]",meddra_exact_with_other_ontology_candidates
235,feeling unreal,0,0,0,"",[],unmatched
236,dermatitis,1,0,1,"","[""HP_0000964""]",exact_synonym_only
237,dermatitis acne,0,0,0,"",[],unmatched
238,dermatitis atopic,0,0,0,"",[],unmatched
239,dermatitis bullous,0,0,0,"",[],unmatched
240,dermatitis contact,0,0,0,"",[],unmatched
241,dermatitis exfoliating,0,0,0,"",[],unmatched
242,diabetes mellitus,2,1,1,meddra:10012601,"[""HP_0000819"",""meddra:10012601""]",meddra_exact_with_other_ontology_candidates
243,diarrhoea,1,0,1,"","[""HP_0002014""]",exact_synonym_only
244,diarrhoea haemorrhagic,0,0,0,"",[],unmatched
245,diplopia,2,1,1,meddra:10013036,"[""HP_0000651"",""meddra:10013036""]",meddra_exact_with_other_ontology_candidates
246,discomfort,0,0,0,"",[],unmatched
247,disorientation,1,0,1,"","[""HP_0001289""]",exact_synonym_only
248,disseminated intravascular coagulation,1,0,1,"","[""HP_0005521""]",unique_other_exact_name
249,disturbance in attention,0,0,0,"",[],unmatched
250,disturbance in sexual arousal,0,0,0,"",[],unmatched
251,diverticulitis,0,0,0,"",[],unmatched
252,dizziness,2,1,1,meddra:10013573,"[""HP_0002321"",""meddra:10013573""]",meddra_exact_with_other_ontology_candidates
253,dizziness postural,0,0,0,"",[],unmatched
254,drug eruption,0,0,0,"",[],unmatched
255,drug hypersensitivity,0,0,0,"",[],unmatched
256,drug ineffective,0,0,0,"",[],unmatched
257,dry eye,0,0,0,"",[],unmatched
258,dry mouth,1,1,0,meddra:10013781,"[""meddra:10013781""]",unique_meddra_exact_name
259,dry skin,2,1,1,meddra:10013786,"[""HP_0000958"",""meddra:10013786""]",meddra_exact_with_other_ontology_candidates
260,dry throat,0,0,0,"",[],unmatched
261,duodenal ulcer,1,0,1,"","[""HP_0002588""]",unique_other_exact_name
262,duodenal inflammation,0,0,0,"",[],unmatched
263,paresthesia,1,0,1,"","[""HP_0003401""]",unique_other_exact_name
264,dysarthria,1,0,1,"","[""HP_0001260""]",unique_other_exact_name
265,bad taste,0,0,0,"",[],unmatched
266,dyskinesia,2,1,1,meddra:10013916,"[""HP_0100660"",""meddra:10013916""]",meddra_exact_with_other_ontology_candidates
267,menses painful,0,0,0,"",[],unmatched
268,dyspareunia,1,0,1,"","[""HP_0030016""]",unique_other_exact_name
269,dyspepsia,2,1,1,meddra:10013946,"[""HP_0410281"",""meddra:10013946""]",meddra_exact_with_other_ontology_candidates
270,dysphagia,2,1,1,meddra:10013950,"[""HP_0002015"",""meddra:10013950""]",meddra_exact_with_other_ontology_candidates
271,dysphonia,1,0,1,"","[""HP_0001618""]",unique_other_exact_name
272,dysphoria,1,0,1,"","[""HP_0033838""]",unique_other_exact_name
273,air hunger,0,0,0,"",[],unmatched
274,air hunger exertional,0,0,0,"",[],unmatched
275,urinary spray,0,0,0,"",[],unmatched
276,ear disorder,0,0,0,"",[],unmatched
277,ear infection,0,0,0,"",[],unmatched
278,ear pain,1,0,1,"","[""HP_0030766""]",unique_other_exact_name
279,bruise,0,0,0,"",[],unmatched
280,eczema,1,0,1,"","[""HP_0000964""]",exact_synonym_only
281,ejaculation delayed,0,0,0,"",[],unmatched
282,ejaculation disorder,0,0,0,"",[],unmatched
283,ejaculation failure,0,0,0,"",[],unmatched
284,electrocardiogram abnormal,0,0,0,"",[],unmatched
285,electrocardiogram qt prolonged,0,0,0,"",[],unmatched
286,electrocardiogram st segment depression,0,0,0,"",[],unmatched
287,electroencephalogram abnormal,1,0,1,"","[""HP_0002353""]",exact_synonym_only
288,electrolyte imbalance,0,0,0,"",[],unmatched
289,embolism,0,0,0,"",[],unmatched
290,embolism venous,0,0,0,"",[],unmatched
291,emotional disorder,0,0,0,"",[],unmatched
292,emphysema,1,0,1,"","[""HP_0002097""]",unique_other_exact_name
293,encephalopathy,2,1,1,meddra:10014625,"[""HP_0001298"",""meddra:10014625""]",meddra_exact_with_other_ontology_candidates
294,endocrine disorder,1,1,0,meddra:10014695,"[""meddra:10014695""]",unique_meddra_exact_name
295,endometrial disorder,0,0,0,"",[],unmatched
296,ophthalmia,0,0,0,"",[],unmatched
297,enteritis,0,0,0,"",[],unmatched
298,enterocolitis,1,0,1,"","[""HP_0004387""]",unique_other_exact_name
299,enuresis,1,0,1,"","[""HP_0000805""]",unique_other_exact_name
300,eosinophilia,1,0,1,"","[""HP_0001880""]",unique_other_exact_name
301,epididymitis,1,0,1,"","[""HP_0000031""]",unique_other_exact_name
302,epigastric discomfort,0,0,0,"",[],unmatched
303,epistaxis,2,1,1,meddra:10015090,"[""HP_0000421"",""meddra:10015090""]",meddra_exact_with_other_ontology_candidates
304,erectile dysfunction,2,1,1,meddra:10061461,"[""HP_0100639"",""meddra:10061461""]",meddra_exact_with_other_ontology_candidates
305,gas raising,0,0,0,"",[],unmatched
306,erythema,2,1,1,meddra:10015150,"[""HP_0010783"",""meddra:10015150""]",meddra_exact_with_other_ontology_candidates
307,erythema multiforme,1,1,0,meddra:10015218,"[""meddra:10015218""]",unique_meddra_exact_name
308,erythema nodosum,1,0,1,"","[""HP_0012219""]",unique_other_exact_name
309,erythema of eyelid,0,0,0,"",[],unmatched
310,euphoric mood,1,0,1,"","[""HP_0031844""]",exact_synonym_only
311,excoriation,0,0,0,"",[],unmatched
312,exophthalmos,1,0,1,"","[""HP_0000520""]",exact_synonym_only
313,bone spur,0,0,0,"",[],unmatched
314,extrapyramidal disorder,0,0,0,"",[],unmatched
315,cardiac complex,0,0,0,"",[],unmatched
316,extravasation,0,0,0,"",[],unmatched
317,eye discharge,0,0,0,"",[],unmatched
318,eye disorder,0,0,0,"",[],unmatched
319,eye haemorrhage,0,0,0,"",[],unmatched
320,eye infection,0,0,0,"",[],unmatched
321,eye irritation,0,0,0,"",[],unmatched
322,eye oedema,0,0,0,"",[],unmatched
323,eye pain,2,1,1,meddra:10015958,"[""HP_0200026"",""meddra:10015958""]",meddra_exact_with_other_ontology_candidates
324,eye pruritus,0,0,0,"",[],unmatched
325,eye swelling,0,0,0,"",[],unmatched
326,eyelid oedema,0,0,0,"",[],unmatched
327,face oedema,0,0,0,"",[],unmatched
328,fecal impaction,0,0,0,"",[],unmatched
329,fecal impaction causing obstruction,0,0,0,"",[],unmatched
330,faeces discoloured,0,0,0,"",[],unmatched
331,fasting,0,0,0,"",[],unmatched
332,fatigue,2,1,1,meddra:10016256,"[""HP_0012378"",""meddra:10016256""]",meddra_exact_with_other_ontology_candidates
333,febrile neutropenia,1,1,0,meddra:10016288,"[""meddra:10016288""]",unique_meddra_exact_name
334,feeling abnormal,0,0,0,"",[],unmatched
335,feeling cold,0,0,0,"",[],unmatched
336,feeling drunk,0,0,0,"",[],unmatched
337,feeling hot,0,0,0,"",[],unmatched
338,feeling jittery,0,0,0,"",[],unmatched
339,fibrocystic breast disease,0,0,0,"",[],unmatched
340,flank pain,1,0,1,"","[""HP_0030157""]",unique_other_exact_name
341,flat affect,0,0,0,"",[],unmatched
342,flatulence,1,0,1,"","[""HP_0033589""]",unique_other_exact_name
343,fluid overload,0,0,0,"",[],unmatched
344,fluid retention,1,0,1,"","[""HP_0000969""]",exact_synonym_only
345,flushing,2,1,1,meddra:10016825,"[""HP_0031284"",""meddra:10016825""]",meddra_exact_with_other_ontology_candidates
346,halitosis of liver disease,0,0,0,"",[],unmatched
347,folliculitis,1,0,1,"","[""HP_0025084""]",unique_other_exact_name
348,fracture,1,1,0,meddra:10017076,"[""meddra:10017076""]",unique_meddra_exact_name
349,functional gastrointestinal disorder,0,0,0,"",[],unmatched
350,fungal infection,0,0,0,"",[],unmatched
351,fungal skin infection,0,0,0,"",[],unmatched
352,boil in nose,0,0,0,"",[],unmatched
353,gait disturbance,1,0,1,"","[""HP_0001288""]",unique_other_exact_name
354,female lactation,0,0,0,"",[],unmatched
355,gamma glutamine transfer enzyme increased,0,0,0,"",[],unmatched
356,gangrene,1,0,1,"","[""HP_0100758""]",unique_other_exact_name
357,gastric ulcer,1,0,1,"","[""HP_0002592""]",unique_other_exact_name
358,gastritis,1,0,1,"","[""HP_0005263""]",unique_other_exact_name
359,gastroenteritis,1,1,0,meddra:10017888,"[""meddra:10017888""]",unique_meddra_exact_name
360,gastrointestinal carcinoma,1,0,1,"","[""HP_0002672""]",unique_other_exact_name
361,gastrointestinal disorder,1,1,0,meddra:10017944,"[""meddra:10017944""]",unique_meddra_exact_name
362,gastrointestinal haemorrhage,1,0,1,"","[""HP_0002239""]",exact_synonym_only
363,gastrointestinal infection,0,0,0,"",[],unmatched
364,gastrointestinal pain,1,0,1,"","[""HP_0002027""]",exact_synonym_only
365,gastrointestinal perforation,0,0,0,"",[],unmatched
366,gastrointestinal ulcer,1,0,1,"","[""HP_0034274""]",unique_other_exact_name
367,esophageal reflux,0,0,0,"",[],unmatched
368,generalised oedema,0,0,0,"",[],unmatched
369,genital candidiasis,0,0,0,"",[],unmatched
370,gingival bleeding,1,0,1,"","[""HP_0000225""]",unique_other_exact_name
371,gingival pain,0,0,0,"",[],unmatched
372,gingivitis,2,1,1,meddra:10018292,"[""HP_0000230"",""meddra:10018292""]",meddra_exact_with_other_ontology_candidates
373,glaucoma,2,1,1,meddra:10018304,"[""HP_0000501"",""meddra:10018304""]",meddra_exact_with_other_ontology_candidates
374,glossitis,1,0,1,"","[""HP_0000206""]",unique_other_exact_name
375,burning tongue,0,0,0,"",[],unmatched
376,glucose tolerance impaired,0,0,0,"",[],unmatched
377,diabetes,0,0,0,"",[],unmatched
378,goitre,1,0,1,"","[""HP_0000853""]",exact_synonym_only
379,gout,2,1,1,meddra:10018627,"[""HP_0001997"",""meddra:10018627""]",meddra_exact_with_other_ontology_candidates
380,gravitational oedema,0,0,0,"",[],unmatched
381,breast enlargement male,0,0,0,"",[],unmatched
382,emesis bloody,0,0,0,"",[],unmatched
383,blood in stool,1,0,1,"","[""HP_0025085""]",exact_synonym_only
384,packed cell volume decreased,0,0,0,"",[],unmatched
385,haematoma,0,0,0,"",[],unmatched
386,urinary tract bleed microscopic,0,0,0,"",[],unmatched
387,haemoglobin,0,0,0,"",[],unmatched
388,haemoglobin decreased,0,0,0,"",[],unmatched
389,haemolytic anaemia,0,0,0,"",[],unmatched
390,haemolytic uremia syndrome,0,0,0,"",[],unmatched
391,blood streaked sputum,0,0,0,"",[],unmatched
392,haemorrhage,0,0,0,"",[],unmatched
393,haemorrhage intracranial,0,0,0,"",[],unmatched
394,haemorrhagic disorder,0,0,0,"",[],unmatched
395,hemorrhoids,1,0,1,"","[""HP_0032551""]",unique_other_exact_name
396,hair colour changes,0,0,0,"",[],unmatched
397,hair disorder,0,0,0,"",[],unmatched
398,hair texture abnormal,0,0,0,"",[],unmatched
399,hallucination,2,1,1,meddra:10019063,"[""HP_0000738"",""meddra:10019063""]",meddra_exact_with_other_ontology_candidates
400,hangover,0,0,0,"",[],unmatched
401,headache,2,1,1,meddra:10019211,"[""HP_0002315"",""meddra:10019211""]",meddra_exact_with_other_ontology_candidates
402,hemiplegia,1,0,1,"","[""HP_0002301""]",unique_other_exact_name
403,hepatic cancer,0,0,0,"",[],unmatched
404,hepatic enzyme increased,0,0,0,"",[],unmatched
405,hepatic failure,2,1,1,meddra:10019663,"[""HP_0001399"",""meddra:10019663""]",meddra_exact_with_other_ontology_candidates
406,hepatic function abnormal,0,0,0,"",[],unmatched
407,hepatic necrosis,1,0,1,"","[""HP_0002605""]",unique_other_exact_name
408,hepatic steatosis,1,0,1,"","[""HP_0001397""]",unique_other_exact_name
409,hepatitis,2,1,1,meddra:10019717,"[""HP_0012115"",""meddra:10019717""]",meddra_exact_with_other_ontology_candidates
410,hepatitis cholestasis,0,0,0,"",[],unmatched
